,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
937,7 Years,Lukas Graham,Lukas Graham,2016-04-01,3.955,81,0.765,0.287,0.473,0.0,0.391,-5.829,0.0514,119.992,4
938,Save Your Tears,After Hours,The Weeknd,2020-03-20,3.5937666666666668,90,0.68,0.0212,0.826,1.24e-05,0.543,-5.487,0.0309,118.051,4
939,Rosemary,Koi No Yokan,Deftones,2012-11-09,6.8891,74,0.285,0.0185,0.613,0.1,0.114,-6.412,0.0421,126.628,4
940,Sky,Whole Lotta Red,Playboi Carti,2020-12-25,3.2205666666666666,84,0.785,0.258,0.903,0.0,0.169,-4.184,0.21,139.98,4
941,I Love You So,I Love You So,The Walters,2014-11-28,2.67065,89,0.575,0.583,0.648,0.0,0.115,-4.891,0.0358,75.977,4
942,Dicko Mode,Dicko Mode,Kusorare,2021-03-03,5.005483333333333,53,0.643,0.0224,0.507,0.0,0.291,-12.636,0.323,154.977,4
943,Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,1991-09-26,5.032,80,0.502,2.55e-05,0.912,0.000173,0.106,-4.556,0.0564,116.761,4
944,Chop Suey!,Toxicity,System Of A Down,2001-09-04,3.504,84,0.417,0.000278,0.934,0.0015,0.132,-3.908,0.119,127.066,4
945,Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,2021-01-08,3.3688833333333332,79,0.403,0.59,0.537,0.0,0.112,-6.628,0.031,69.877,4
946,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,4.049416666666667,85,0.849,0.0635,0.424,0.0,0.0834,-9.579,0.324,145.887,4
947,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,2.3634166666666667,90,0.591,0.0383,0.764,0.0,0.103,-5.484,0.0483,169.928,4
948,Softcore,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,2018-11-02,3.438,87,0.575,0.0484,0.568,0.000417,0.286,-5.509,0.03,93.986,4
949,Wannabe,Spice,Spice Girls,1996-01-01,2.883766666666667,82,0.768,0.101,0.864,0.0,0.162,-6.145,0.0324,110.008,4
950,Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.061933333333333,98,0.65,0.0993,0.715,0.000291,0.126,-5.198,0.253,106.672,4
951,TV,Guitar Songs,Billie Eilish,2022-07-21,4.689666666666667,85,0.412,0.83,0.236,0.00653,0.147,-15.159,0.0379,140.214,4
952,Tarot,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.9649,92,0.795,0.0225,0.684,0.0,0.658,-3.971,0.0419,114.011,4
953,Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,3.8002166666666666,89,0.369,0.555,0.192,8.35e-06,0.0954,-12.151,0.04,175.212,3
954,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,10.2171,85,0.631,0.274,0.518,0.0,0.088,-8.771,0.0303,93.023,4
955,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,4.03755,88,0.585,0.0671,0.564,0.0,0.135,-7.063,0.0515,113.003,4
956,Late Night Talking,Harry's House,Harry Styles,2022-05-20,2.9659,93,0.714,0.298,0.728,0.0,0.106,-4.595,0.0468,114.996,4
957,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,2022-09-23,3.49685,80,0.791,0.0695,0.818,0.0,0.114,-3.93,0.406,159.922,4
958,The Kind of Love We Make,The Kind of Love We Make,Luke Combs,2022-06-17,3.7404333333333333,82,0.608,0.0226,0.745,6.47e-06,0.0942,-4.13,0.0277,102.025,4
959,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,3.1648833333333335,90,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
960,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.9761166666666665,98,0.911,0.0901,0.712,2.68e-05,0.0933,-5.105,0.0817,92.005,4
961,The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,3.7744333333333335,85,0.645,0.157,0.534,0.0,0.0863,-10.8,0.0479,105.02,4
962,Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,3.0768833333333334,96,0.733,0.0635,0.69,1.18e-06,0.105,-5.529,0.0427,116.992,4
963,Tennessee Orange,Tennessee Orange,Megan Moroney,2022-09-02,3.71865,78,0.38,0.126,0.488,7.23e-06,0.115,-6.637,0.029,156.031,3
964,traitor,SOUR,Olivia Rodrigo,2021-05-21,3.8204333333333333,89,0.38,0.691,0.339,0.0,0.12,-7.885,0.0338,100.607,4
965,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,3.0484333333333336,90,0.801,0.0777,0.601,3.23e-05,0.145,-7.574,0.255,159.969,4
966,Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.5510166666666665,96,0.801,0.141,0.475,1.73e-05,0.0639,-8.797,0.0516,98.047,4
967,Tennessee Whiskey,Traveller,Chris Stapleton,2015-05-04,4.888216666666667,82,0.392,0.205,0.37,0.0096,0.0821,-10.888,0.0298,48.718,4
968,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),Kate Bush,1985-09-16,5.014,87,0.625,0.659,0.533,0.00266,0.0546,-11.903,0.0596,108.296,4
969,Die For You,Starboy,The Weeknd,2016-11-25,4.33755,89,0.582,0.111,0.525,0.0,0.134,-7.163,0.0627,133.249,4
970,Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,3.59285,80,0.529,0.488,0.695,1.24e-05,0.142,-6.174,0.0278,139.993,4
971,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,4.006666666666667,93,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
972,World's Smallest Violin,OK ORCHESTRA,AJR,2021-03-26,3.012366666666667,79,0.68,0.116,0.696,0.0,0.607,-6.977,0.051,115.962,4
973,The Night We Met,Strange Trails,Lord Huron,2015-04-07,3.4701833333333334,79,0.545,0.969,0.366,0.267,0.641,-9.51,0.0378,86.997,3
974,About Damn Time,About Damn Time,Lizzo,2022-04-14,3.197033333333333,90,0.836,0.0995,0.743,0.0,0.335,-6.305,0.0656,108.966,4
975,Smells Like Teen Spirit,Nevermind (Remastered),Nirvana,1991-09-26,5.032,80,0.502,2.55e-05,0.912,0.000173,0.106,-4.556,0.0564,116.761,4
976,The Spins,K.I.D.S.,Mac Miller,2010-08-13,3.26455,83,0.794,0.0135,0.766,0.0,0.0785,-3.894,0.0377,127.007,4
977,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,3.214,92,0.733,0.121,0.67,0.0,0.121,-6.009,0.0751,100.964,4
978,Talk,Talk,Yeat,2022-09-02,2.914283333333333,82,0.698,0.0845,0.763,0.0,0.54,-4.718,0.229,139.998,4
979,Starboy,Starboy,The Weeknd,2016-11-25,3.840883333333333,90,0.679,0.141,0.587,6.35e-06,0.137,-7.015,0.276,186.003,4
980,The Less I Know The Better,Currents,Tame Impala,2015-07-17,3.6053333333333333,85,0.64,0.0115,0.74,0.00678,0.167,-4.083,0.0284,116.879,4
981,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,2022-05-13,2.47475,97,0.704,0.0826,0.797,0.000745,0.0546,-5.927,0.0475,139.994,4
982,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,2014-06-10,4.049716666666667,80,0.805,0.22,0.33,0.0,0.105,-8.712,0.1,121.97,4
983,The Real Slim Shady,The Marshall Mathers LP,Eminem,2000-05-23,4.736666666666666,88,0.949,0.0302,0.661,0.0,0.0454,-4.244,0.0572,104.504,4
984,cardigan,folklore,Taylor Swift,2020-07-24,3.9926666666666666,83,0.613,0.537,0.581,0.000345,0.25,-8.588,0.0424,130.033,4
985,Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,2012,6.448433333333333,81,0.716,0.0703,0.531,0.0,0.224,-7.355,0.122,71.994,4
986,I Was Never There,"My Dear Melancholy,",The Weeknd,2018-03-30,4.017766666666667,91,0.323,0.142,0.737,0.000162,0.163,-4.008,0.0338,113.26,4
987,The Grinch,A Love Letter To You 4,Trippie Redd,2019-11-22,1.5214666666666667,81,0.676,0.137,0.503,6.36e-05,0.0981,-6.115,0.0971,162.85,4
988,Get Low,Kings Of Crunk,Lil Jon & The East Side Boyz,2002-10-29,5.5677666666666665,75,0.521,0.0301,0.625,0.0,0.121,-7.47,0.067,101.019,4
989,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,4.049416666666667,85,0.849,0.0635,0.424,0.0,0.0834,-9.579,0.324,145.887,4
990,SICKO MODE,ASTROWORLD,Travis Scott,2018-08-03,5.213666666666667,83,0.834,0.00513,0.73,0.0,0.124,-3.714,0.222,155.008,4
991,Till I Collapse,The Eminem Show,Eminem,2002-05-26,4.9631,87,0.548,0.0622,0.847,0.0,0.0816,-3.237,0.186,171.447,4
992,"Take Me Home, Country Roads","Poems, Prayers and Promises",John Denver,1971,3.1693333333333333,74,0.462,0.758,0.395,0.0,0.121,-9.376,0.0264,82.259,4
993,The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,2017-08-25,3.6957666666666666,81,0.703,0.617,0.757,0.0,0.106,-3.612,0.05,82.008,4
994,Evergreen (You Didn’t Deserve Me At All),Ivory,Omar Apollo,2022-04-08,3.6113333333333335,88,0.697,0.598,0.336,0.00528,0.107,-10.395,0.0424,82.029,3
995,We Are Young (feat. Janelle Monáe),Some Nights,fun.,2012-02-21,4.1771,75,0.378,0.02,0.638,7.66e-05,0.0849,-5.576,0.075,184.086,4
996,Blinding Lights,After Hours,The Weeknd,2020-03-20,3.334,92,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
997,Took Her To The O,Levon James,King Von,2020-03-06,3.26965,80,0.82,0.0149,0.592,4.71e-06,0.121,-7.002,0.29,159.98,4
998,SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,3.4878833333333334,86,0.515,0.544,0.479,0.00598,0.191,-7.458,0.0261,88.964,4
999,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,2.6157166666666667,100,0.714,0.013,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,4
1000,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,2022-09-22,2.6157166666666667,100,0.714,0.013,0.472,4.51e-06,0.266,-7.375,0.0864,131.121,4
1001,Under The Influence,Indigo (Extended),Chris Brown,2019-10-04,3.0768833333333334,96,0.733,0.0635,0.69,1.18e-06,0.105,-5.529,0.0427,116.992,4
1002,Glimpse of Us,Glimpse of Us,Joji,2022-06-10,3.8909333333333334,95,0.44,0.891,0.317,4.78e-06,0.141,-9.258,0.0531,169.914,3
1003,Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,2.962,90,0.539,0.727,0.508,0.0,0.174,-6.05,0.0288,101.358,3
1004,WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,2022-04-29,3.1648833333333335,90,0.463,0.314,0.642,0.0,0.0686,-4.474,0.34,83.389,4
1005,Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.948933333333333,88,0.787,0.305,0.546,4.55e-05,0.122,-7.094,0.0532,93.05,4
1006,Unstoppable,This Is Acting (Deluxe Version),Sia,2016-10-21,3.6291,82,0.468,0.112,0.779,0.000373,0.101,-4.839,0.0779,173.799,4
1007,Un Coco,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.2735333333333334,88,0.839,0.207,0.69,8.33e-06,0.176,-4.464,0.0615,151.991,4
1008,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),Kate Bush,1985-09-16,5.014,87,0.625,0.659,0.533,0.00266,0.0546,-11.903,0.0596,108.296,4
1009,Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,4.599766666666667,84,0.583,0.00864,0.829,0.0,0.0426,-4.603,0.134,174.028,4
1010,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.46905,85,0.503,0.693,0.496,0.0,0.123,-9.123,0.0556,187.844,4
1011,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,2022-04-22,2.9406666666666665,81,0.551,0.777,0.55,0.0,0.202,-5.339,0.0286,101.19,3
1012,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,4.4051,83,0.559,0.0576,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
1013,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,3.0064333333333333,85,0.558,0.371,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,4
1014,Unholy - Remix,Unholy,ROSE BEAT,2022-09-29,2.6567166666666666,54,0.728,0.00965,0.747,0.000163,0.263,-6.026,0.04,131.0,4
1015,uh oh,uh oh,Tate McRae,2022-09-30,2.828683333333333,81,0.625,0.257,0.604,2.06e-05,0.129,-7.415,0.339,174.089,4
1016,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,2020-02-10,2.74285,85,0.485,0.325,0.409,0.0,0.103,-10.711,0.101,138.419,4
1017,Unforgettable,Jungle Rules,French Montana,2017-07-14,3.89835,82,0.726,0.0293,0.769,0.0101,0.104,-5.043,0.123,97.985,4
1018,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,2.9691,88,0.563,0.335,0.664,0.0,0.0849,-5.044,0.154,166.928,4
1019,Up,Up,Cardi B,2021-02-05,2.6157333333333335,74,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.269,166.0,4
1020,Under The Sun (with J. Cole & Lute feat. DaBaby),Revenge Of The Dreamers III,Dreamville,2019-07-05,3.3673333333333333,76,0.691,0.511,0.64,0.0,0.409,-6.441,0.369,138.672,4
1021,Cover Me Up,Dangerous: The Double Album,Morgan Wallen,2021-01-08,4.8951,79,0.549,0.232,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,3
1022,Unforgettable,Life Changes,Thomas Rhett,2017-09-08,2.618,69,0.661,0.0303,0.75,0.000132,0.0849,-5.497,0.0314,130.077,4
1023,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,4.494433333333333,84,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4
1024,Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,2009-01-01,3.367766666666667,77,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,96.021,4
1025,Ugly,High Tide in the Snake's Nest,$uicideboy$,2015-06-15,2.5836,71,0.531,0.00425,0.469,0.0116,0.326,-8.787,0.137,185.738,3
1026,Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,3.2951,80,0.701,0.0755,0.944,0.0,0.601,-2.986,0.0455,128.993,4
1027,C U Girl,C U Girl,Steve Lacy,2015-02-15,2.1616166666666667,80,0.414,0.663,0.473,0.0523,0.128,-8.911,0.116,100.0,4
1028,Up Down (feat. Florida Georgia Line),If I Know Me,Morgan Wallen,2018-04-27,3.28755,74,0.589,0.0813,0.882,0.0,0.146,-3.039,0.035,129.915,4
1029,Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,2.5633333333333335,80,0.673,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4
1030,Unbothered,STOKELEY,Ski Mask The Slump God,2018-11-30,2.3071,77,0.884,0.222,0.445,0.0,0.112,-10.58,0.418,125.008,4
1031,Flawlëss (feat. Lil Uzi Vert),Lyfë,Yeat,2022-09-09,2.9354,80,0.474,0.0715,0.805,0.0,0.147,-5.997,0.332,131.001,4
1032,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,3.676433333333333,84,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
1033,Unwritten,Unwritten,Natasha Bedingfield,2004-08-30,4.322216666666667,77,0.706,0.00584,0.8,0.0,0.0822,-6.333,0.0399,100.011,4
1034,United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,4.256283333333333,78,0.529,0.244,0.845,0.0,0.143,-8.142,0.404,85.63,3
1035,Tek It - Sped Up,Tek It (I Watch the Moon),Cafuné,2019,2.7809833333333334,83,0.348,9.93e-05,0.95,9.68e-06,0.0868,-5.049,0.124,168.964,4
1036,U-Digg (feat. 42 Dugg & Veeze),U-Digg (feat. 42 Dugg & Veeze),Lil Baby,2022-06-17,3.925,73,0.824,0.00253,0.583,0.0,0.266,-6.537,0.147,147.496,4
1037,Una Noche en Medellín,Una Noche en Medellín,Cris Mj,2022-01-21,2.5625,90,0.87,0.0924,0.548,4.6e-05,0.0534,-5.253,0.077,96.018,4
1038,Pumped Up Kicks,Torches,Foster The People,2011-05-23,3.993333333333333,84,0.733,0.145,0.71,0.115,0.0956,-5.849,0.0292,127.975,4
1039,Antarctica,Antarctica,$uicideboy$,2016-01-26,2.1141666666666667,81,0.715,0.553,0.633,4.45e-06,0.0905,-6.869,0.0804,105.945,5
1040,Ultralight Beam,The Life Of Pablo,Kanye West,2016-06-10,5.344666666666667,72,0.592,0.62,0.403,0.0,0.54,-8.768,0.414,105.169,4
1041,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version),Queen,1982-05-03,4.140666666666666,72,0.671,0.422,0.711,0.0,0.104,-7.813,0.0478,113.809,4
1042,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,4.636316666666667,81,0.658,0.422,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4
1043,$uicideboy$ Were Better In 2015,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,2022-07-29,2.3891,72,0.883,0.0301,0.822,1.7e-06,0.111,-4.029,0.108,110.024,4
1044,"...And to Those I Love, Thanks for Sticking Around",Stop Staring At the Shadows,$uicideboy$,2020-02-14,2.80815,83,0.792,0.124,0.511,9.04e-05,0.14,-6.876,0.0409,113.983,4
1045,ULTRA SOLO REMIX,ULTRA SOLO REMIX,Polimá Westcoast,2022-06-16,5.37245,88,0.909,0.0777,0.824,0.00387,0.0638,-4.627,0.0797,109.97,4
1046,I Hate U,I Hate U,SZA,2021-12-03,2.9,80,0.535,0.507,0.388,0.0,0.11,-9.805,0.155,106.703,5
1047,UNHOLY,UNHOLY,Dxrk ダーク,2022-05-06,2.6666666666666665,68,0.747,0.00895,0.938,0.000981,0.105,-4.957,0.0484,120.013,4
1048,Ugliest,Long Term Effects of SUFFERING,$uicideboy$,2021-08-13,2.96885,73,0.752,0.172,0.55,0.0148,0.14,-7.166,0.362,174.073,4
1049,HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc & Phew),Quavo,2022-05-20,2.3776166666666665,80,0.821,0.142,0.636,0.0,0.233,-4.479,0.169,127.961,4
1050,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022-05-06,3.0484333333333336,90,0.801,0.0777,0.601,3.23e-05,0.145,-7.574,0.255,159.969,4
1051,Victoria’s Secret,Victoria’s Secret,Jax,2022-06-30,2.9354,83,0.586,0.00655,0.556,0.0,0.0836,-7.639,0.0592,167.018,4
1052,Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.9761166666666665,98,0.911,0.0901,0.712,2.68e-05,0.0933,-5.105,0.0817,92.005,4
1053,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,2008-05-26,4.03955,85,0.486,0.0954,0.617,3.23e-06,0.109,-7.115,0.0287,138.015,4
1054,Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,2.2105,93,0.571,0.453,0.544,0.00805,0.322,-10.613,0.0299,132.052,4
1055,Violent Crimes,ye,Kanye West,2018-06-01,3.5886666666666667,82,0.669,0.376,0.419,0.0,0.187,-6.724,0.522,109.813,4
1056,Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.061933333333333,98,0.65,0.0993,0.715,0.000291,0.126,-5.198,0.253,106.672,4
1057,Vienna,The Stranger (Legacy Edition),Billy Joel,1977,3.570666666666667,79,0.532,0.659,0.495,0.0,0.0754,-6.662,0.0343,124.936,4
1058,vendetta!,vendetta!,MUPP,2022-05-20,1.7840666666666667,86,0.706,0.175,0.91,2e-06,0.11,-3.527,0.146,126.007,4
1059,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,3.3156166666666667,99,0.621,0.0125,0.782,0.033,0.23,-5.548,0.044,128.033,4
1060,Violet,Violet,Connor Price,2022-10-07,2.048,67,0.924,0.0177,0.716,1.15e-06,0.128,-7.158,0.0541,119.973,4
1061,Volví,Volví,Aventura,2021-08-03,3.8354166666666667,84,0.725,0.422,0.86,0.000284,0.0674,-3.726,0.182,175.896,4
1062,The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,3.7744333333333335,85,0.645,0.157,0.534,0.0,0.0863,-10.8,0.0479,105.02,4
1063,Vamp Anthem,Whole Lotta Red,Playboi Carti,2020-12-25,2.068216666666667,79,0.642,0.00599,0.69,1.3e-06,0.322,-5.101,0.261,164.075,4
1064,World's Smallest Violin,OK ORCHESTRA,AJR,2021-03-26,3.012366666666667,79,0.68,0.116,0.696,0.0,0.607,-6.977,0.051,115.962,4
1065,Video Games,Born To Die - The Paradise Edition,Lana Del Rey,2012-11-12,4.699333333333334,71,0.236,0.811,0.249,1e-06,0.087,-9.595,0.0348,72.847,5
1066,Vette Motors,The Last Slimeto,YoungBoy Never Broke Again,2022-08-05,2.8903166666666666,75,0.83,0.0298,0.644,0.0,0.11,-5.431,0.407,155.103,4
1067,Pink Venom,Pink Venom,BLACKPINK,2022-08-19,3.1160666666666668,88,0.798,0.0202,0.697,0.0,0.259,-7.139,0.0891,90.031,4
1068,Vegas,ELVIS (Original Motion Picture Soundtrack),ELVIS (Original Motion Picture Soundtrack),2022-06-24,3.0504333333333333,71,0.789,0.0768,0.604,4.89e-05,0.137,-7.616,0.25,159.979,4
1069,Vas,Triplbt Theme,jagger finn,2019-08-28,1.5053833333333333,79,0.514,0.918,0.424,0.849,0.126,-10.645,0.0282,71.114,4
1070,deja vu,SOUR,Olivia Rodrigo,2021-05-21,3.5917666666666666,88,0.442,0.584,0.612,5.7e-06,0.37,-7.222,0.112,180.917,4
1071,Valerie (feat. Amy Winehouse) - Version Revisited,Version,Mark Ronson,2007-04-16,3.6568833333333335,76,0.699,0.00243,0.83,0.00024,0.0995,-4.898,0.0633,105.809,4
1072,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,10.2171,85,0.631,0.274,0.518,0.0,0.088,-8.771,0.0303,93.023,4
1073,VIRGO'S GROOVE,RENAISSANCE,Beyoncé,2022-07-29,6.145966666666666,77,0.683,0.0781,0.85,1.09e-06,0.741,-5.042,0.0699,107.988,4
1074,Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.5510166666666665,96,0.801,0.141,0.475,1.73e-05,0.0639,-8.797,0.0516,98.047,4
1075,Victoria’s Secret,Victoria’s Secret,Jax,2022-06-29,2.9354,57,0.578,0.00885,0.553,0.0,0.0827,-7.601,0.0619,166.984,4
1076,Vete,Vete,Bad Bunny,2019-11-21,3.2004,79,0.886,0.0363,0.672,8.78e-06,0.101,-4.394,0.188,91.976,4
1077,Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,4.354,77,0.578,0.196,0.574,0.0,0.083,-6.209,0.0454,174.152,4
1078,VETE A LA FREGADA,NOSTALGIA,Eslabon Armado,2022-05-06,2.770766666666667,72,0.353,0.0755,0.701,0.0,0.191,-5.169,0.0341,89.739,4
1079,Venom - Music From The Motion Picture,Venom (Music From The Motion Picture),Eminem,2018-09-21,4.492883333333333,75,0.75,0.0148,0.789,0.0,0.501,-5.058,0.0647,135.954,4
1080,Vuelve,Vuelve,Daddy Yankee,2017-09-29,4.660216666666667,80,0.734,0.196,0.531,0.0,0.119,-5.662,0.0321,130.024,4
1081,Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.098983333333333,95,0.804,0.294,0.674,1.18e-06,0.115,-5.453,0.0333,99.968,4
1082,Vivir Mi Vida,3.0,Marc Anthony,2013-07-23,4.205766666666666,77,0.656,0.345,0.877,0.0,0.349,-3.231,0.0342,105.018,4
1083,Voices In My Head,Voices In My Head,Falling In Reverse,2022-05-31,3.1902333333333335,73,0.546,0.0266,0.898,0.0,0.129,-3.067,0.162,173.17,4
1084,505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,4.2264333333333335,84,0.52,0.00237,0.852,5.79e-05,0.0733,-5.866,0.0543,140.267,4
1085,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),Amy Winehouse,2006,3.89555,76,0.772,0.744,0.371,0.0,0.167,-5.743,0.0348,96.574,4
1086,Vista Al Mar,Vista Al Mar,Quevedo,2022-09-09,3.0112,90,0.759,0.803,0.561,0.121,0.101,-5.643,0.131,104.915,4
1087,Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,2.5633333333333335,80,0.673,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4
1088,vent,The Melodic Blue,Baby Keem,2021-09-10,2.2762,71,0.896,0.0123,0.377,1.43e-06,0.115,-5.502,0.0935,113.886,4
1089,Volando - Remix,Volando (Remix),Mora,2021-07-08,4.5579,83,0.659,0.207,0.688,0.0,0.113,-4.649,0.0673,153.979,4
1090,Flawlëss (feat. Lil Uzi Vert),Lyfë,Yeat,2022-09-09,2.9354,80,0.474,0.0715,0.805,0.0,0.147,-5.997,0.332,131.001,4
1091,Verbatim,Touch Up,Mother Mother,2007-05-08,2.8053333333333335,76,0.827,0.309,0.58,0.0,0.148,-6.809,0.327,78.011,4
1092,Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,4.304966666666667,96,0.647,0.08,0.686,1.34e-06,0.528,-5.745,0.0413,79.928,4
1093,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,3.676433333333333,84,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
1094,Vroom Vroom,Vroom Vroom EP,Charli XCX,2016-02-26,3.2211666666666665,65,0.836,0.122,0.684,0.0,0.0854,-5.818,0.241,151.007,4
1095,Neverita,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.8853166666666668,94,0.876,0.0706,0.498,0.0,0.143,-7.511,0.0478,122.016,4
1096,Volver Volver,Arriba Huentitan,Vicente Fernández,1972-05-26,3.0122166666666668,69,0.355,0.39,0.351,0.00257,0.394,-9.513,0.0455,164.933,4
1097,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2022-06-08,3.125,86,0.82,0.0584,0.752,0.00417,0.628,-7.635,0.0648,127.999,4
1098,Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,2022-05-06,2.46905,85,0.503,0.693,0.496,0.0,0.123,-9.123,0.0556,187.844,4
1099,VALENTINO,DROPPED OUTTA COLLEGE,24kGoldn,2019-11-22,2.98555,73,0.746,0.199,0.717,0.0,0.132,-4.841,0.179,150.964,4
